        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.312570576784e+14,        +3.087474815652e+14
 2.00e+00,        +3.087474815652e+14,        +3.385223006213e+14
