        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.366775021492e+14,        +3.195346973676e+14
 2.00e+00,        +3.195346973676e+14,        +3.366069789002e+14
