        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.227753431663e+14,        +3.065440847690e+14
 2.00e+00,        +3.065440847690e+14,        +3.226953071152e+14
