        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +4.679007908837e+14,        +4.372543268036e+14
 2.00e+00,        +4.372543268036e+14,        +4.677294889001e+14
