        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.310111276939e+14,        +2.219128144285e+14
 2.00e+00,        +2.219128144285e+14,        +2.309787424719e+14
