        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +4.226274765109e+14,        +3.957461098985e+14
 2.00e+00,        +3.957461098985e+14,        +4.225223317159e+14
