        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.907439511962e+14,        +3.695533256433e+14
 2.00e+00,        +3.695533256433e+14,        +3.906340384007e+14
