        i,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J)
 1.00e+00,        +4.579337919847e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +0.000000000000e+00
 2.00e+00,        +4.580626409285e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +0.000000000000e+00
