        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.265350164224e+14,        +2.188991071971e+14
 2.00e+00,        +2.188991071971e+14,        +2.301237634366e+14
