        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.222611422904e+14,        +3.063012729807e+14
 2.00e+00,        +3.063012729807e+14,        +3.221825909854e+14
