        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.866228421546e+14,        +3.669747230644e+14
 2.00e+00,        +3.669747230644e+14,        +3.865197216528e+14
