        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.305427345783e+14,        +2.216768453383e+14
 2.00e+00,        +2.216768453383e+14,        +2.305117103406e+14
