        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.707065177854e+14,        +3.563131813362e+14
 2.00e+00,        +3.563131813362e+14,        +3.709100265886e+14
