        i,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J)
 1.00e+00,        +3.110071223289e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +0.000000000000e+00
 2.00e+00,        +3.111295593342e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +0.000000000000e+00
