        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.093971855671e+14,        +2.021986843526e+14
 2.00e+00,        +2.021986843526e+14,        +2.093732414298e+14
