        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +9.935996789021e+13,        +9.717874179227e+13
 2.00e+00,        +9.717874179227e+13,        +1.068868351681e+14
