        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.904564859334e+14,        +3.694416994804e+14
 2.00e+00,        +3.694416994804e+14,        +3.903511465382e+14
