        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.906630926894e+14,        +2.779091152446e+14
 2.00e+00,        +2.779091152446e+14,        +2.906060030249e+14
