        i,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J)
 1.00e+00,        +7.532130340602e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +0.000000000000e+00
 2.00e+00,        +6.667179504756e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +0.000000000000e+00
