        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.813880854599e+14,        +2.695857143106e+14
 2.00e+00,        +2.695857143106e+14,        +2.813451753556e+14
