        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +3.373480090273e+14,        +3.197714071921e+14
 2.00e+00,        +3.197714071921e+14,        +3.372756720512e+14
