        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.911148914612e+14,        +2.781445131899e+14
 2.00e+00,        +2.781445131899e+14,        +2.910546064358e+14
