        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +4.218427241613e+14,        +3.954054123286e+14
 2.00e+00,        +3.954054123286e+14,        +4.217430192370e+14
