        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +5.470720352770e+14,        +5.183474503091e+14
 2.00e+00,        +5.183474503091e+14,        +5.996334758917e+14
