        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.287913008231e+14,        +2.205446587206e+14
 2.00e+00,        +2.205446587206e+14,        +2.287705267356e+14
