        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.091194842878e+14,        +2.020437067724e+14
 2.00e+00,        +2.020437067724e+14,        +2.090974632799e+14
