        i,            C⁻¹[i][1] (1/F),            C⁻¹[i][2] (1/F)
 1.00e+00,        +2.602404349879e+14,        +2.514913517985e+14
 2.00e+00,        +2.514913517985e+14,        +2.606259384754e+14
